,Image,Accuracy,F1,Jaccard,Recall,Precision
0,6034456567632f4b48dc3dfbb98534b5953c151990f4235df6c912c0a9c08397.jpg,0.9964599609375,0.9561104805145668,0.915911562160203,0.9425587467362925,0.9700575815738963
1,54cb3328e778d87f76062b0550e3bc190f46384acd8efbe58c297265d1906e84.jpg,0.987213134765625,0.896364086074697,0.8121918422232183,0.8513037350246653,0.9464612170279446
2,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2.jpg,0.98052978515625,0.956973293768546,0.9174964438122333,0.9365100316789863,0.9783507997793712
3,f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f.jpg,0.9982757568359375,0.9643645537685274,0.9311814859926918,0.9574201628052599,0.9714104193138501
4,fa73f24532b3667718ede7ac5c2e24ad7d3cae17b0a42ed17bbb81b15c28f4ae.jpg,0.998626708984375,0.912280701754386,0.8387096774193549,0.8666666666666667,0.9629629629629629
5,2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d.jpg,0.9825439453125,0.9538784067085954,0.9118236472945892,0.9274794198353586,0.9818242177774089
6,0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e.jpg,0.9968109130859375,0.7745415318230853,0.6320422535211268,0.6410714285714286,0.9782016348773842
7,4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607.jpg,0.8844451904296875,0.8541943433643312,0.7454967065465788,0.9463737201365188,0.7783781887083757
8,6d327ab4f0e3604fa6e9b8041c7e6db86ab809890d886c691f6e59c9168b7fbe.jpg,0.9511260986328125,0.9122104974647116,0.8385910098770409,0.94901625320787,0.8781530343007915
9,7c0157913223365720209ac83ff2e0b1b2b460173acd615c67646014093a2b97.jpg,0.979461669921875,0.9706318729272124,0.9429395057018102,0.9618178673354666,0.9796089139434511
10,8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63.jpg,0.9983062744140625,0.9321930360415394,0.8729977116704806,0.9226118500604595,0.9419753086419753
11,1b6044e4858a9b7cee9b0028d8e54fbc8fb72e6c4424ab5b9f3859bfc72b33c5.jpg,0.99249267578125,0.956985486973247,0.9175188600167644,0.9644052863436123,0.9496789866389034
12,aa83f5b4fca02ae43a6b9456ab42707b0beabc6e7c5c4e66c0d2572fb80f3615.jpg,0.9989013671875,0.9717425431711145,0.9450381679389313,0.9856687898089171,0.958204334365325
13,97126a9791f0c1176e4563ad679a301dac27c59011f579e808bbd6e9f4cd1034.jpg,0.9783172607421875,0.9607512774478664,0.9244671237973742,0.9330472103004291,0.9901508682038144
14,54fe2d3416951cbc48f8718624c86a7ae58b6022a7fa75591b13f625cf53658b.jpg,0.99554443359375,0.9565863812072554,0.9167854089484183,0.9417447306791569,0.9719033232628399
15,9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f.jpg,0.99884033203125,0.9752604166666667,0.951715374841169,0.9702072538860104,0.9803664921465969
16,ad9d305cbf193d4250743ead466bdaefe910835d7e352c544e22320e8336f5c1.jpg,0.97821044921875,0.9231927710843373,0.8573426573426574,0.9149253731343283,0.9316109422492401
17,e414b54f2036bcab61b9c0a966f65adf4b169097c13c740e03d6292ac076258c.jpg,0.94488525390625,0.9076356569324401,0.8308909593145747,0.8991285844563786,0.9163052457662123
18,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd.jpg,0.971923828125,0.9569731549901787,0.9174961886826294,0.9302600472813238,0.9852657935285054
19,b1eb0123fe2d8c825694b193efb7b923d95effac9558ee4eaf3116374c2c94fe.jpg,0.9485321044921875,0.834356430781319,0.7157903606336367,0.9044931856899489,0.7743141008112296
20,f9ac03b0344ce8c48bc058448541f9211a1e5f4c94fdaf633dd534328d8610ab.jpg,0.9969635009765625,0.9683675091400412,0.9386748844375963,0.9825806451612903,0.9545596991538703
21,ed4b8e0d756836be7acb2e2b7799c473b52424e3092a71d3c6d23558e500dc4c.jpg,0.9886932373046875,0.9502517623363546,0.9052187260168841,0.9436,0.956997971602434
22,28d33efef218392e79e385906deb88055d94b65ad217de78c07e85476f80f45a.jpg,0.9823455810546875,0.972292070790526,0.9460782029174628,0.9774182676103809,0.9672193634457785
23,0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275.jpg,0.9756622314453125,0.9532874505784156,0.9107442641298266,0.9249261195726302,0.9834431083449151
24,e5f8ad0f0a43af8ca57e31e16800108abdfb44a7e962a71d246f72d2dbde42bf.jpg,0.9991302490234375,0.9761606022584692,0.9534313725490197,0.9782062028499581,0.9741235392320534
25,2227fd9b01d67c2bcdb407d3205214e6dfeff9fd0725828e3b3651959942ff4a.jpg,0.9795684814453125,0.8554776038855909,0.7474537910222557,0.801902063941724,0.9167244968771686
26,c00ae67f72816daee468474026e30705003b2d3501f123579a4f0a6366b66aa1.jpg,0.98162841796875,0.8993311036789297,0.8170768763293832,0.9691836366912957,0.838870690999844
27,3852c7e45bd885b9537e276861ab50b99bb42f0f8e717d2f88174c62862ca3ff.jpg,0.9862823486328125,0.877570475282582,0.7818490657607376,0.816316189511021,0.9487632508833922
28,3ebd2ab34ba86e515feb79ffdeb7fc303a074a98ba39949b905dbde3ff4b7ec0.jpg,0.978851318359375,0.9538645895745955,0.9117983963344788,0.9322055953155498,0.9765539803707742
29,538b7673d507014d83af238876e03617396b70fe27f525f8205a4a96900fbb8e.jpg,0.8388824462890625,0.4523624293345781,0.2922922252010724,0.9064643525254625,0.30138217000691087
30,93c5638e7e6433b5c9cc87c152bcbe28873d2f9d6a392cca0642520807542a77.jpg,0.999908447265625,0.9700000000000001,0.941747572815534,0.9897959183673469,0.9509803921568627
31,58c593bcb98386e7fd42a1d34e291db93477624b164e83ab2afa3caa90d1d921.jpg,0.9942779541015625,0.6958637469586374,0.5335820895522388,0.715,0.6777251184834123
32,d6a880b1f6056f3086679de5c810e7af87cdf3bbbd0533a83e3681817fce40fc.jpg,0.9572906494140625,0.9086696903448951,0.8326257250493333,0.8662975175760592,0.955400027446137
33,a02ec007ae8feddb758078b1dfb8010c26886fd3c8babdc308ead8b4a63acbdb.jpg,0.992279052734375,0.9552766484002121,0.9143824027072758,0.9619081523673906,0.9487359550561798
34,358e47eaa1e9222252793fe0fb8c77028d4e0d4360b95a07c9fe6df6a2066556.jpg,0.9413604736328125,0.888773117999479,0.7998124706985467,0.9535461433362316,0.8322402298227546
35,693bc64581275f04fc456da74f031d583733360a1f6032fa38b3fbf592ff4352.jpg,0.910400390625,0.8123841779027414,0.6840462738767823,0.6899115428447387,0.9877243415430037
36,01d44a26f6680c42ba94c9bc6339228579a95d0e2695b149b7cc0c9592b21baf.jpg,0.978302001953125,0.8319148936170213,0.7122040072859745,0.7740871095468543,0.8990802248339295
