epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.4196479022502899,0.27179646492004395,0.3256479501724243,0.001,0.6208391189575195,0.4670942723751068,0.19779235124588013,0.11038874834775925,0.5489551424980164,0.2289109230041504,0.13060709834098816
1,0.6270227432250977,0.464173823595047,0.16701070964336395,0.001,0.8920491933822632,0.560047447681427,0.16099552810192108,0.08784942328929901,0.42519620060920715,0.2669319808483124,0.002471714047715068
2,0.62509685754776,0.4595043659210205,0.16274802386760712,0.001,0.8935917615890503,0.585029661655426,0.1523357480764389,0.08268804103136063,0.4047454297542572,0.21675480902194977,0.023797763511538506
3,0.6860304474830627,0.5291468501091003,0.13966159522533417,0.001,0.9121381640434265,0.5987761616706848,0.21284721791744232,0.11999908834695816,0.975694477558136,0.18161676824092865,0.9489526152610779
4,0.6503803133964539,0.4860338270664215,0.1368841975927353,0.001,0.918208658695221,0.5933341383934021,0.19841928780078888,0.11103134602308273,1.049092411994934,0.1608974039554596,0.756030261516571
5,0.6974301338195801,0.5437917113304138,0.12681114673614502,0.001,0.8888731002807617,0.6349316835403442,0.24372097849845886,0.13978815078735352,0.813275933265686,0.2702349126338959,0.6140919327735901
6,0.6791768074035645,0.518201470375061,0.13348346948623657,0.001,0.8958375453948975,0.627549409866333,0.25670504570007324,0.1483219861984253,0.3441731333732605,0.4189873933792114,0.16660891473293304
7,0.7191336154937744,0.5666372776031494,0.11516594141721725,0.001,0.9285082221031189,0.6243436336517334,0.26401808857917786,0.153326615691185,0.8948979377746582,0.20451247692108154,0.8260141015052795
8,0.714307427406311,0.5597789287567139,0.1171274483203888,0.001,0.9243777990341187,0.6350310444831848,0.4230027198791504,0.27026811242103577,0.3270109295845032,0.4215078353881836,0.5184903144836426
9,0.7448251247406006,0.5981597304344177,0.10665629804134369,0.001,0.927358865737915,0.6471375823020935,0.4666004180908203,0.30630365014076233,0.21452459692955017,0.864546537399292,0.5039483904838562
10,0.7482467293739319,0.6013703346252441,0.10444175451993942,0.001,0.9333227276802063,0.6522908210754395,0.6272652745246887,0.458250492811203,0.1251099705696106,0.9545491337776184,0.5136587619781494
11,0.7034558057785034,0.5597580671310425,0.11768144369125366,0.001,0.9329689741134644,0.49116525053977966,0.27582401037216187,0.16127824783325195,0.2609975337982178,0.0,0.0
12,0.520696222782135,0.35324057936668396,0.1607523113489151,0.001,0.0,0.0,0.450456440448761,0.29132384061813354,0.1804465502500534,0.0,0.0
13,0.5282937288284302,0.36056002974510193,0.1603562980890274,0.001,0.0,0.0,0.38510504364967346,0.2397787719964981,0.24008485674858093,0.0,0.0
14,0.5360493063926697,0.36754310131073,0.1569146066904068,0.001,0.9647713303565979,0.07520323991775513,0.4747523069381714,0.31223753094673157,0.18264667689800262,0.967768669128418,0.33343377709388733
15,0.5576769709587097,0.387777179479599,0.14785414934158325,0.001,0.9501849412918091,0.6099148988723755,0.2706395387649536,0.1603127270936966,0.3429625630378723,0.9579912424087524,0.12847934663295746
16,0.5681962966918945,0.39787575602531433,0.1439875066280365,0.000100000005,0.9485979080200195,0.629719614982605,0.44157516956329346,0.28551414608955383,0.21382029354572296,0.9544730186462402,0.29904311895370483
17,0.5599557757377625,0.3902644217014313,0.14650246500968933,0.000100000005,0.9461559653282166,0.6361165046691895,0.4877465069293976,0.3233409523963928,0.1691376268863678,0.9664603471755981,0.40498480200767517
18,0.5494056940078735,0.3801758587360382,0.14960977435112,0.000100000005,0.9493844509124756,0.6343279480934143,0.5239004492759705,0.3553118407726288,0.14769485592842102,0.9632275700569153,0.48904892802238464
19,0.5547240972518921,0.3851536810398102,0.14744681119918823,0.000100000005,0.9535427093505859,0.6266511678695679,0.5359705686569214,0.3664335608482361,0.1408950537443161,0.9610564708709717,0.522762656211853
20,0.5583723187446594,0.38859856128692627,0.14610357582569122,0.000100000005,0.9538595080375671,0.6264758110046387,0.5478096008300781,0.3775712549686432,0.13542954623699188,0.9601922035217285,0.5456669330596924
21,0.5601237416267395,0.39027976989746094,0.14537380635738373,1.0000001e-05,0.9533449411392212,0.628689169883728,0.554564893245697,0.3840128183364868,0.13219022750854492,0.9608185291290283,0.5574468374252319
22,0.5603994131088257,0.3905423581600189,0.14527562260627747,1.0000001e-05,0.9533095359802246,0.6288753747940063,0.5582112669944763,0.38751548528671265,0.1305493712425232,0.9610018134117126,0.5634233951568604
23,0.5606731176376343,0.39080336689949036,0.1451784372329712,1.0000001e-05,0.9532750844955444,0.6290902495384216,0.5603280067443848,0.3895566165447235,0.12966136634349823,0.9611490368843079,0.5664291977882385
24,0.5609453916549683,0.39106327295303345,0.1450818032026291,1.0000001e-05,0.9532234072685242,0.6293187141418457,0.5615865588188171,0.3907727897167206,0.12915603816509247,0.9610582590103149,0.5682944059371948
25,0.5612168312072754,0.39132246375083923,0.14498545229434967,1.0000001e-05,0.9531766772270203,0.629550576210022,0.5624281167984009,0.39158734679222107,0.12882238626480103,0.9609813690185547,0.5696133971214294
26,0.5613882541656494,0.39148712158203125,0.1449165940284729,1.0000001e-06,0.95316082239151,0.6296613812446594,0.5628570914268494,0.3920029401779175,0.12863889336585999,0.9608777165412903,0.5706310272216797
27,0.5614153742790222,0.39151307940483093,0.1449069082736969,1.0000001e-06,0.9531548619270325,0.6296898126602173,0.5631040930747986,0.3922422528266907,0.1285349428653717,0.9608156085014343,0.571243941783905
28,0.5614429116249084,0.39153924584388733,0.14489713311195374,1.0000001e-06,0.9531497359275818,0.6297146677970886,0.5632586479187012,0.3923919200897217,0.12847189605236053,0.9607757925987244,0.5716215372085571
29,0.5614704489707947,0.3915656507015228,0.14488734304904938,1.0000001e-06,0.9531460404396057,0.6297438740730286,0.5633620619773865,0.3924921452999115,0.1284310221672058,0.9607654213905334,0.5718445777893066
30,0.56149822473526,0.3915921449661255,0.14487744867801666,1.0000001e-06,0.9531429409980774,0.6297706365585327,0.5634310245513916,0.3925590217113495,0.12840455770492554,0.9607481956481934,0.5719945430755615
31,0.5615158677101135,0.3916091024875641,0.14487029612064362,1.0000001e-07,0.953143835067749,0.629779040813446,0.5634652972221375,0.392592191696167,0.12838976085186005,0.960740864276886,0.5721368193626404
32,0.561518669128418,0.391611784696579,0.14486931264400482,1.0000001e-07,0.9531430006027222,0.6297826170921326,0.5634872317314148,0.39261338114738464,0.12838047742843628,0.9607308506965637,0.5722066164016724
33,0.5615214705467224,0.39161446690559387,0.14486832916736603,1.0000001e-07,0.9531412124633789,0.6297845840454102,0.5635004639625549,0.3926262855529785,0.1283748894929886,0.9607353210449219,0.5722428560256958
34,0.5615242123603821,0.3916171193122864,0.14486736059188843,1.0000001e-07,0.9531400203704834,0.6297874450683594,0.5635095238685608,0.3926350474357605,0.12837114930152893,0.9607329368591309,0.5722693204879761
35,0.5615269541740417,0.3916197419166565,0.14486631751060486,1.0000001e-07,0.9531394243240356,0.6297906637191772,0.5635154247283936,0.3926408290863037,0.1283687949180603,0.9607310891151428,0.5722887516021729
36,0.5615299344062805,0.39162251353263855,0.14486530423164368,1e-07,0.9531380534172058,0.6297942996025085,0.5635205507278442,0.39264559745788574,0.12836693227291107,0.9607307314872742,0.5722997188568115
37,0.561532735824585,0.39162516593933105,0.1448642760515213,1e-07,0.9531379342079163,0.62979656457901,0.5635245442390442,0.3926495313644409,0.12836553156375885,0.9607303738594055,0.5723100900650024
38,0.561535656452179,0.39162784814834595,0.14486323297023773,1e-07,0.9531372785568237,0.6297988891601562,0.5635280609130859,0.3926530182361603,0.12836436927318573,0.9607295393943787,0.5723133087158203
39,0.5615384578704834,0.39163073897361755,0.14486218988895416,1e-07,0.9531364440917969,0.6298027038574219,0.5635308027267456,0.3926556408405304,0.1283634454011917,0.9607297778129578,0.5723165273666382
40,0.5615413784980774,0.3916335105895996,0.1448611319065094,1e-07,0.95313560962677,0.6298066973686218,0.5635334849357605,0.3926582336425781,0.12836259603500366,0.960727870464325,0.5723198056221008
41,0.5615443587303162,0.3916362226009369,0.14486010372638702,1e-07,0.9531357884407043,0.629809558391571,0.5635356307029724,0.39266037940979004,0.12836188077926636,0.9607251286506653,0.5723249316215515
42,0.5615472793579102,0.3916391134262085,0.14485903084278107,1e-07,0.9531354308128357,0.6298120617866516,0.5635380744934082,0.3926626443862915,0.12836121022701263,0.9607230424880981,0.5723249316215515
43,0.5615501999855042,0.3916419446468353,0.1448579579591751,1e-07,0.9531350135803223,0.6298139691352844,0.5635402202606201,0.3926648199558258,0.1283605545759201,0.9607230424880981,0.5723249316215515
44,0.5615531802177429,0.39164474606513977,0.14485687017440796,1e-07,0.9531341791152954,0.6298176050186157,0.5635425448417664,0.3926670551300049,0.1283598393201828,0.9607222676277161,0.5723288059234619
45,0.561556339263916,0.39164772629737854,0.1448557823896408,1e-07,0.9531335830688477,0.6298206448554993,0.5635446310043335,0.39266905188560486,0.12835918366909027,0.9607225060462952,0.5723326802253723
46,0.56155925989151,0.391650527715683,0.14485467970371246,1e-07,0.953133761882782,0.6298236846923828,0.5635471940040588,0.3926716148853302,0.1283584088087082,0.9607215523719788,0.5723339915275574
47,0.5615623593330383,0.39165350794792175,0.1448536068201065,1e-07,0.9531338810920715,0.6298292279243469,0.5635499358177185,0.3926742374897003,0.12835755944252014,0.960721492767334,0.5723333358764648
48,0.5615653395652771,0.39165642857551575,0.14485247433185577,1e-07,0.953133761882782,0.6298349499702454,0.5635528564453125,0.39267697930336,0.1283566653728485,0.9607215523719788,0.5723346471786499
49,0.5615684390068054,0.39165931940078735,0.14485132694244385,1e-07,0.9531334042549133,0.6298374533653259,0.5635548830032349,0.3926788866519928,0.12835609912872314,0.960719645023346,0.5723366141319275
50,0.561571478843689,0.3916622996330261,0.1448502093553543,1e-07,0.9531333446502686,0.6298404932022095,0.5635570287704468,0.3926810622215271,0.128355473279953,0.960719883441925,0.5723404884338379
51,0.5615745782852173,0.39166513085365295,0.14484909176826477,1e-07,0.9531323909759521,0.6298431754112244,0.563559353351593,0.39268335700035095,0.12835466861724854,0.9607201218605042,0.5723443627357483
52,0.5615777373313904,0.3916682302951813,0.14484795928001404,1e-07,0.9531304240226746,0.6298462748527527,0.5635615587234497,0.39268550276756287,0.12835395336151123,0.9607206583023071,0.5723521113395691
53,0.5615808367729187,0.39167115092277527,0.1448468416929245,1e-07,0.9531292915344238,0.6298500895500183,0.5635638236999512,0.39268773794174194,0.1283532679080963,0.9607208967208862,0.5723559856414795
54,0.5615839958190918,0.3916742205619812,0.14484569430351257,1e-07,0.953129231929779,0.6298529505729675,0.563566267490387,0.3926900029182434,0.12835253775119781,0.9607212543487549,0.572361171245575
55,0.5615871548652649,0.39167723059654236,0.14484453201293945,1e-07,0.9531283974647522,0.6298565864562988,0.5635683536529541,0.39269208908081055,0.12835189700126648,0.9607216119766235,0.5723669528961182
56,0.5615902543067932,0.3916802406311035,0.14484336972236633,1e-07,0.9531278610229492,0.6298605799674988,0.5635708570480347,0.3926944434642792,0.12835107743740082,0.9607198238372803,0.5723708271980286
57,0.5615934729576111,0.3916832506656647,0.1448422074317932,1e-07,0.9531270265579224,0.6298645734786987,0.5635733604431152,0.39269691705703735,0.12835028767585754,0.9607199430465698,0.5723734498023987
58,0.561596691608429,0.39168640971183777,0.1448410302400589,1e-07,0.9531269073486328,0.629866898059845,0.563575267791748,0.3926987648010254,0.1283496916294098,0.9607191681861877,0.5723773241043091
59,0.561599850654602,0.39168938994407654,0.14483986794948578,1e-07,0.9531269669532776,0.6298710703849792,0.5635783076286316,0.39270180463790894,0.12834876775741577,0.9607192277908325,0.5723779797554016
