,Image,Accuracy,F1,Jaccard,Recall,Precision
0,6034456567632f4b48dc3dfbb98534b5953c151990f4235df6c912c0a9c08397.jpg,0.99505615234375,0.9369894982497083,0.8814489571899012,0.8985453189108542,0.9788703778951645
1,54cb3328e778d87f76062b0550e3bc190f46384acd8efbe58c297265d1906e84.jpg,0.9803619384765625,0.8309914642153644,0.7108514940462818,0.7432464176650223,0.9422275163787969
2,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2.jpg,0.9488677978515625,0.8764608294930875,0.780089250557816,0.7845168954593453,0.9928171719702664
3,f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f.jpg,0.997100830078125,0.9381510416666666,0.8835070508890251,0.902316844082655,0.9769491525423729
4,fa73f24532b3667718ede7ac5c2e24ad7d3cae17b0a42ed17bbb81b15c28f4ae.jpg,0.99603271484375,0.6875,0.5238095238095238,0.5296296296296297,0.9794520547945206
5,2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d.jpg,0.949310302734375,0.8507368799424874,0.740245523496755,0.742218737749902,0.9964214293232291
6,0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e.jpg,0.995635986328125,0.6578947368421052,0.49019607843137253,0.49107142857142855,0.9963768115942029
7,4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607.jpg,0.8345794677734375,0.8074662120162679,0.6771013284088878,0.9698378839590444,0.6916664131195424
8,6d327ab4f0e3604fa6e9b8041c7e6db86ab809890d886c691f6e59c9168b7fbe.jpg,0.9303131103515625,0.8812501625107257,0.7877097568911821,0.9664100370687198,0.8098833874976104
9,7c0157913223365720209ac83ff2e0b1b2b460173acd615c67646014093a2b97.jpg,0.8001708984375,0.6050186994812402,0.4337109746605552,0.4337109746605552,1.0
10,8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63.jpg,0.99737548828125,0.8857901726427624,0.7949940405244339,0.8065296251511487,0.9823269513991163
