,Image,Accuracy,F1,Jaccard,Recall,Precision
0,6034456567632f4b48dc3dfbb98534b5953c151990f4235df6c912c0a9c08397.jpg,0.9962310791015625,0.9543859649122808,0.912751677852349,0.9638194703468855,0.9451353328456474
1,54cb3328e778d87f76062b0550e3bc190f46384acd8efbe58c297265d1906e84.jpg,0.9874114990234375,0.8991565823248993,0.8167888074616922,0.8639887244538408,0.9373088685015291
2,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2.jpg,0.978973388671875,0.953568299750657,0.9112570839773313,0.933870116156283,0.9741153793198403
3,f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f.jpg,0.99786376953125,0.9566831683168318,0.9169632265717675,0.9680651221039449,0.945565749235474
4,fa73f24532b3667718ede7ac5c2e24ad7d3cae17b0a42ed17bbb81b15c28f4ae.jpg,0.99853515625,0.9062500000000001,0.8285714285714286,0.8592592592592593,0.9586776859504132
5,2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d.jpg,0.9812774658203125,0.9504422634193627,0.9055645347494805,0.9224617796942376,0.9801732755748084
6,0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e.jpg,0.9969329833984375,0.7873015873015873,0.6492146596858639,0.6642857142857143,0.9662337662337662
7,4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607.jpg,0.8782196044921875,0.8477983103533764,0.7358072097719223,0.9482935153583618,0.766562058143946
8,6d327ab4f0e3604fa6e9b8041c7e6db86ab809890d886c691f6e59c9168b7fbe.jpg,0.947723388671875,0.9060185439183628,0.828184553660983,0.9417735956658112,0.872879116232359
9,7c0157913223365720209ac83ff2e0b1b2b460173acd615c67646014093a2b97.jpg,0.9768524169921875,0.9667448538921892,0.9356303305469512,0.9534722822796852,0.9803921568627451
10,8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63.jpg,0.998199462890625,0.9267080745341615,0.8634259259259259,0.9020556227327691,0.9527458492975734
11,1b6044e4858a9b7cee9b0028d8e54fbc8fb72e6c4424ab5b9f3859bfc72b33c5.jpg,0.9910430908203125,0.9494966876021681,0.9038493038493038,0.9723348017621145,0.9277067921990585
12,aa83f5b4fca02ae43a6b9456ab42707b0beabc6e7c5c4e66c0d2572fb80f3615.jpg,0.998321533203125,0.9575944487278334,0.9186390532544378,0.9888535031847133,0.9282511210762332
13,97126a9791f0c1176e4563ad679a301dac27c59011f579e808bbd6e9f4cd1034.jpg,0.9768524169921875,0.9579929665217511,0.9193728408184959,0.9280042918454936,0.9899845475877067
14,54fe2d3416951cbc48f8718624c86a7ae58b6022a7fa75591b13f625cf53658b.jpg,0.9957427978515625,0.9590488771466313,0.9213197969543148,0.9563817330210773,0.9617309390638799
15,9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f.jpg,0.99847412109375,0.9682337992376112,0.9384236453201971,0.9870466321243523,0.9501246882793017
16,ad9d305cbf193d4250743ead466bdaefe910835d7e352c544e22320e8336f5c1.jpg,0.9764556884765625,0.9151218438858023,0.8435249974647602,0.8867803837953092,0.9453346971246732
