epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.48617374897003174,0.3330237567424774,0.3253445327281952,1e-04,0.7101315259933472,0.6412031054496765,0.18422016501426697,0.10301399976015091,0.5625361204147339,0.04060017690062523,0.0016654813662171364
1,0.6308526396751404,0.4699455499649048,0.17354728281497955,1e-04,0.9192584753036499,0.6069331169128418,0.21687822043895721,0.12359007447957993,0.4171668291091919,0.4681890606880188,0.1079789251089096
2,0.679111659526825,0.5231555700302124,0.1409250944852829,1e-04,0.9325918555259705,0.6191915273666382,0.4106224477291107,0.2645997405052185,0.3816991150379181,0.44819650053977966,0.5864770412445068
3,0.7093799114227295,0.5582128763198853,0.12355577945709229,1e-04,0.9424816966056824,0.6273857355117798,0.5636721253395081,0.400137722492218,0.1962343007326126,0.7666749954223633,0.5904894471168518
4,0.7296867966651917,0.5830793380737305,0.11305976659059525,1e-04,0.9447464942932129,0.6356051564216614,0.684812068939209,0.5287826061248779,0.13406382501125336,0.875042736530304,0.6649046540260315
5,0.7476998567581177,0.6050077676773071,0.1039176881313324,1e-04,0.9482696056365967,0.6422742605209351,0.700308084487915,0.5470520853996277,0.1245058998465538,0.8834924101829529,0.6641650199890137
6,0.7620726227760315,0.6229600310325623,0.09700261056423187,1e-04,0.9518073201179504,0.6484195590019226,0.7311347723007202,0.5859960317611694,0.11560282111167908,0.8809447288513184,0.6794136166572571
7,0.7722812294960022,0.6363551020622253,0.09270816296339035,1e-04,0.9505321979522705,0.6536329984664917,0.7213349938392639,0.57776939868927,0.12960422039031982,0.7905096411705017,0.6859714388847351
8,0.7757749557495117,0.6408566236495972,0.0930558517575264,1e-04,0.9493934512138367,0.6498765349388123,0.6642599701881409,0.5098637342453003,0.14773280918598175,0.8275087475776672,0.691954493522644
9,0.784206211566925,0.6513473987579346,0.08932311087846756,1e-04,0.9504480957984924,0.6526777744293213,0.7721511125564575,0.6368220448493958,0.09409002959728241,0.9034947156906128,0.668048083782196
